MUNICIPIO;UF;Total_Postos;Total_PAE;Total_Agências;Populacao;Coeficiente de ajuste populacional;IDHM;Nível de bancarização;Teledensidade estadual;Probabilidade_de_conversão;Clientes_Convertidos
SAO JOSE DO XINGU ;AL;2,000000;1,000000;;6649;10;0,759000;0,000451;0,114754;0,490000;33
SAO JOSE DOS AUSENTES ;MG;1,000000;1,000000;2,000000;5798;10;0,548000;0,000690;0,273025;0,040000;2
SAO JOSE DOS BASILIOS ;SP;1,000000;2,000000;;3162;5;0,674000;0,000949;0,212840;1,970000;62
SAO JOSE DOS CAMPOS ;GO;92,000000;97,000000;85,000000;19947;10;0,610000;0,013736;0,182835;0,090000;18
SAO JOSE DOS PINHAIS;MG;35,000000;36,000000;25,000000;10256;10;0,605000;0,009360;0,154349;0,070000;7
SAO JOSE DOS QUATRO MARCOS;SP;2,000000;2,000000;2,000000;3170;5;0,731000;0,001893;0,212303;2,950000;94
SAO JULIAO;PA;1;1;;51500;15;0,740000;0,000039;0,035864;0,030000;15
SAO LEOPOLDO;CE;19,000000;58,000000;24,000000;78882;15;0,728000;0,001280;0,028993;0,020000;16
SAO LOURENCO;RN;5,000000;7,000000;5,000000;3592;5;0,638000;0,004733;0,263641;1,860000;67
SAO LOURENCO DA MATA;RN;2,000000;5,000000;5,000000;3592;5;0,638000;0,003341;0,263641;1,860000;67
SAO LOURENCO DA SERRA ;RN;;2,000000;2,000000;3592;5;0,638000;0,001114;0,263641;1,860000;67
SAO LOURENCO DO SUL ;RN;5,000000;11,000000;5,000000;3592;5;0,638000;0,005846;0,263641;1,860000;67
SAO LUDGERO ;MG;3,000000;3,000000;2,000000;15416;10;0,585000;0,000519;0,102686;0,030000;5
SAO LUIS;CE;50,000000;151,000000;83,000000;15788;10;0,762000;0,017988;0,144857;0,640000;101
SAO LUIS DE MONTES BELOS;MG;1,000000;5,000000;4,000000;26374;15;0,751000;0,000379;0,060021;0,050000;13
SAO LUIS DO CURU;RS;1,000000;1,000000;;2605;5;0,772000;0,000768;0,054511;1,000000;26
SAO LUIS DO PARAITINGA;SP;2,000000;2,000000;2,000000;2430;5;0,732000;0,002469;0,276955;3,880000;94
SAO LUIS DO QUITUNDE;PE;1,000000;3,000000;2,000000;9764;10;0,744000;0,000615;0,625051;2,170000;212
SAO LUIS GONZAGA DO MARANHAO;RS;2,000000;2,000000;;2622;5;0,563000;0,001526;0,054157;0,200000;5
SAO LUIZ;SP;1,000000;1,000000;;6407;10;0,534000;0,000312;0,105041;0,010000;1
SAO LUIZ DO NORTE ;SP;2,000000;1,000000;;11998;10;0,609000;0,000250;0,056093;0,030000;4
SAO LUIZ GONZAGA;SP;5,000000;3,000000;4,000000;17252;10;0,568000;0,000696;0,039010;0,010000;2
SAO MAMEDE;SC;1,000000;1,000000;;7659;10;0,700000;0,000261;0,525787;0,990000;76
SAO MANOEL DO PARANA;PB;3,000000;;;3931;5;0,669000;0,000763;0,327906;2,930000;115
SAO MANUEL;PE;2,000000;6,000000;5,000000;11068;10;0,679000;0,001175;0,551409;0,770000;85
SAO MARCOS;SE;4,000000;3,000000;4,000000;20025;15;0,617000;0,000549;2,297928;0,110000;22
SAO MARTINHO;PB;5,000000;2,000000;2,000000;12131;10;0,647000;0,000742;0,106257;0,090000;11
SAO MARTINHO DA SERRA ;PR;1,000000;;1,000000;3483;5;0,540000;0,000574;0,210738;0,650000;23
SAO MATEUS;PE;6,000000;17,000000;7,000000;61249;15;0,719000;0,000490;0,099642;0,050000;31
SAO MATEUS DO SUL ;BA;5,000000;3,000000;4,000000;15862;10;0,654000;0,000757;0,247762;0,240000;38
SAO MIGUEL;PA;1;3;2;40922;15;0,791000;0,000147;0,045135;0,090000;37
SAO MIGUEL ARCANJO;CE;1,000000;3,000000;4,000000;16635;10;0,780000;0,000481;0,137481;0,760000;126
SAO MIGUEL DA BOA VISTA ;PE;1,000000;;;15862;10;0,729000;0,000063;0,384756;1,090000;173
SAO MIGUEL DAS MATAS;SP;1,000000;1,000000;;3754;5;0,666000;0,000533;0,179275;1,570000;59
SAO MIGUEL DAS MISSOES;SC;2,000000;2,000000;2,000000;8393;10;0,704000;0,000715;0,479805;0,960000;81
SAO MIGUEL DO ANTA;MG;1,000000;1,000000;;7012;10;0,718000;0,000285;0,225756;0,550000;39
SAO MIGUEL DO ARAGUAIA;SP;2,000000;3,000000;4,000000;45860;15;0,704000;0,000196;0,014675;0,010000;5
SAO MIGUEL DO GOSTOSO ;MT;1,000000;2,000000;;3295;5;0,784000;0,000910;3,244006;64,060000;2111
SAO MIGUEL DO GUAMA ;PR;;3,000000;5,000000;4898;5;0,759000;0,001633;0,149857;2,520000;123
SAO MIGUEL DO GUAPORE ;RS;3,000000;3,000000;3,000000;12481;10;0,753000;0,000721;0,011377;0,040000;5
SAO MIGUEL DO IGUACU;PR;6,000000;2,000000;3,000000;14872;10;0,740000;0,000740;0,049354;0,160000;24
SAO MIGUEL DO PASSA QUATRO;SP;2,000000;1,000000;;9364;10;0,608000;0,000320;0,071871;0,030000;3
SAO MIGUEL DO TAPUIO;SC;2,000000;2,000000;;4756;5;0,565000;0,000841;0,846720;3,250000;155
SAO MIGUEL DOS CAMPOS ;RS;;9,000000;4,000000;2733;5;0,747000;0,004757;0,051958;0,810000;22
SAO MIGUEL DOS MILAGRES ;RS;1,000000;1,000000;;7889;10;0,736000;0,000254;0,018000;0,060000;5
SAO NICOLAU ;PA;1;1;2;24075;15;0,659000;0,000166;0,076719;0,010000;2
SAO PAULO ;MA;1161,000000;1969,000000;2263,000000;5679;10;0,709000;0,949639;0,211481;0,450000;26
SAO PAULO DAS MISSOES ;TO;2,000000;1,000000;2,000000;4794;5;0,700000;0,001043;0,099708;1,120000;54
SAO PAULO DO POTENGI;GO;1,000000;1,000000;1,000000;7632;10;0,760000;0,000393;0,477856;2,050000;156
SAO PEDRO ;TO;3,000000;5,000000;6,000000;3373;5;0,728000;0,004151;0,141714;1,930000;65
SAO PEDRO DA AGUA BRANCA;SP;1,000000;1,000000;;4354;5;0,653000;0,000459;0,154571;1,220000;53
SAO PEDRO DA ALDEIA ;SC;4,000000;6,000000;6,000000;12905;10;0,583000;0,001240;0,312050;0,090000;12
SAO PEDRO DA CIPA ;PE;1,000000;;;26890;15;0,707000;0,000037;0,226962;0,080000;22
SAO PEDRO DA SERRA;SP;2,000000;;;15561;10;0,706000;0,000129;0,043249;0,090000;14
SAO PEDRO DA UNIAO;SP;2,000000;3,000000;;6022;10;0,613000;0,000830;0,111757;0,060000;4
SAO PEDRO DAS MISSOES ;PR;1,000000;1,000000;;3266;5;0,606000;0,000612;0,224740;1,220000;40
SAO PEDRO DE ALCANTARA;BA;2,000000;1,000000;;20883;15;0,627000;0,000144;0,188191;0,010000;2
SAO PEDRO DO BUTIA;MG;2,000000;1,000000;;31604;15;0,725000;0,000095;0,050089;0,030000;9
SAO PEDRO DO IGUACU ;SP;3,000000;1,000000;;6634;10;0,637000;0,000603;0,101447;0,070000;5
SAO PEDRO DO IVAI ;GO;1,000000;2,000000;2,000000;8181;10;0,781000;0,000611;0,445789;2,510000;205
SAO PEDRO DO PARANA ;MG;1,000000;;;3182;5;0,735000;0,000314;0,497486;7,110000;226
SAO PEDRO DO SUACUI ;PA;;2;1;7909;10;0,715000;0,000379;0,233531;0,540000;43
SAO PEDRO DO SUL;RS;3,000000;4,000000;3,000000;4407;5;0,525000;0,002269;0,032221;0,090000;4
SAO PEDRO DOS CRENTES ;SP;1,000000;1,000000;;14857;10;0,723000;0,000135;0,045299;0,120000;18
SAO PEDRO DOS FERROS;BA;2,000000;3,000000;;14063;10;0,725000;0,000356;0,279457;0,750000;105
SAO RAFAEL;MT;1,000000;1,000000;;4563;5;0,740000;0,000438;2,342538;34,650000;1581
SAO RAIMUNDO DAS MANGABEIRAS;PB;2,000000;3,000000;1,000000;6541;10;0,733000;0,000917;0,197065;0,590000;39
SAO RAIMUNDO NONATO ;SC;1,000000;3,000000;4,000000;16918;10;0,618000;0,000473;0,238031;0,130000;22
SAO ROMAO ;PR;1,000000;1,000000;1,000000;3293;5;0,549000;0,000911;0,222897;0,740000;24
SAO ROQUE ;RS;7,000000;9,000000;7,000000;1634;5;0,635000;0,014076;0,086903;0,600000;10
SAO ROQUE DE MINAS;SP;1,000000;1,000000;;6681;10;0,654000;0,000299;0,100733;0,100000;7
SAO ROQUE DO CANAA;RS;2,000000;3,000000;2,000000;2113;5;0,612000;0,003313;0,067203;0,380000;8
SAO SALVADOR DO TOCANTINS ;RN;1,000000;1,000000;;6581;10;0,790000;0,000304;0,143899;0,910000;60
SAO SEBASTIAO ;PB;5,000000;9,000000;11,000000;15558;10;0,743000;0,001607;0,082851;0,280000;44
SAO SEBASTIAO DA AMOREIRA ;PE;4,000000;1,000000;1,000000;39988;15;0,610000;0,000150;0,152621;0,010000;4
SAO SEBASTIAO DA BELA VISTA ;BA;2,000000;1,000000;;27922;15;0,728000;0,000107;0,140749;0,080000;22
SAO SEBASTIAO DA BOA VISTA;PE;2,000000;1,000000;;12650;10;0,688000;0,000237;0,482451;0,760000;96
SAO SEBASTIAO DA GRAMA;SP;1,000000;5,000000;3,000000;4544;5;0,706000;0,001981;0,148107;1,730000;79
SAO SEBASTIAO DA VARGEM ALEGRE;SP;1,000000;2,000000;;2153;5;0,710000;0,001393;0,312587;3,760000;81
SAO SEBASTIAO DE LAGOA DE ROCA;BA;1,000000;1,000000;;6278;10;0,577000;0,000319;0,625996;0,170000;11
SAO SEBASTIAO DO ANTA ;GO;1,000000;2,000000;;2819;5;0,648000;0,001064;1,293721;9,850000;278
SAO SEBASTIAO DO CAI;MG;1,000000;3,000000;5,000000;8664;10;0,625000;0,001039;0,182710;0,110000;10
SAO SEBASTIAO DO MARANHAO ;PR;2,000000;1,000000;1,000000;7751;10;0,601000;0,000516;0,094697;0,040000;3
SAO SEBASTIAO DO OESTE;MG;2,000000;2,000000;;4107;5;0,762000;0,000974;0,385439;6,600000;271
SAO SEBASTIAO DO PARAISO;PA;10;15;5;10314;10;0,773000;0,002909;0,179077;0,910000;94
SAO SEBASTIAO DO RIO VERDE;MG;1,000000;1,000000;;4725;5;0,577000;0,000423;0,335026;1,430000;68
SAO SEBASTIAO DO UATUMA ;PI;1,000000;1,000000;;6247;10;0,607000;0,000320;0,467584;0,210000;13
SAO SEBASTIAO DO UMBUZEIRO;SP;1,000000;1,000000;;47943;15;0,738000;0,000042;0,014038;0,010000;5
SAO SIMAO ;MT;3,000000;6,000000;8,000000;2633;5;0,713000;0,006457;4,059628;49,870000;1313
SAO TIAGO ;PI;2,000000;5,000000;1,000000;4033;5;0,615000;0,001984;0,724275;4,250000;171
SAO TOMAS DE AQUINO ;MG;2,000000;5,000000;1,000000;4381;5;0,616000;0,001826;0,361333;2,140000;94
SAO TOME;SP;3,000000;4,000000;;5588;10;0,784000;0,001253;0,120437;0,700000;39
SAO TOME DAS LETRAS ;PR;;;1,000000;12186;10;0,533000;0,000082;0,060233;0,010000;1
SAO VALENTIM;GO;2,000000;1,000000;1,000000;5523;10;0,544000;0,000724;0,660330;0,100000;6
SAO VALENTIM DO SUL ;MG;2,000000;;;3826;5;0,525000;0,000523;0,413748;1,100000;42
SAO VALERIO DA NATIVIDADE ;TO;1,000000;1,000000;;7595;10;0,737000;0,000263;0,062936;0,200000;15
SAO VENDELINO ;PI;1,000000;;1,000000;6254;10;0,609000;0,000320;0,467061;0,220000;14
SAO VICENTE ;PE;15,000000;17,000000;18,000000;14562;10;0,744000;0,003434;0,419105;1,450000;211
SAO VICENTE DE MINAS;MA;3,000000;1,000000;;7826;10;0,727000;0,000511;0,153463;0,420000;33
SAO VICENTE DO SUL;SP;1,000000;2,000000;2,000000;27381;15;0,724000;0,000183;0,024579;0,010000;3
SAO VICENTE FERRER;MA;2,000000;3,000000;1,000000;2200;5;0,567000;0,002727;0,545909;2,130000;47
SAPE;PB;2,000000;6,000000;4,000000;5871;10;0,574000;0,002044;0,219554;0,060000;4
SAPIRANGA ;GO;3,000000;12,000000;7,000000;38808;15;0,717000;0,000567;0,093975;0,040000;16
SAPOPEMA;MG;1,000000;1,000000;;6386;10;0,683000;0,000313;0,247886;0,370000;24
SAPUCAIA;PB;2,000000;4,000000;4,000000;3593;5;0,720000;0,002783;0,358753;4,630000;166
SAPUCAIA DO SUL ;BA;2,000000;22,000000;9,000000;10606;10;0,659000;0,003111;0,370545;0,380000;40
SAPUCAI-MIRIM ;BA;2,000000;2,000000;;10606;10;0,659000;0,000377;0,370545;0,380000;40
SARANDI ;SP;8,000000;14,000000;9,000000;3815;5;0,696000;0,008126;0,176409;1,920000;73
SARAPUI ;GO;2,000000;2,000000;;57966;15;0,706000;0,000069;0,062916;0,020000;12
SARDOA;PR;2,000000;2,000000;;8523;10;0,626000;0,000469;0,086120;0,050000;4
SARUTAIA;PA;1;1;;25865;15;0,687000;0,000077;0,071409;0,020000;5
SARZEDO ;AM;1,000000;4,000000;3,000000;14794;10;0,737000;0,000541;0,013046;0,040000;6
SATUBA;MG;1,000000;1,000000;;14255;10;0,556000;0,000140;0,111049;0,020000;3
SATUBINHA ;ES;1,000000;1,000000;;12197;10;0,550000;0,000164;0,170370;0,030000;4
SAUBARA ;SP;1,000000;1,000000;;3793;5;0,715000;0,000527;0,177432;2,210000;84
SAUDADE DO IGUACU ;PR;3,000000;2,000000;;8854;10;0,682000;0,000565;0,082900;0,120000;11
SAUDADES;PI;4,000000;3,000000;1,000000;5882;10;0,545000;0,001360;0,496600;0,080000;5
SAUDE ;MA;;3,000000;2,000000;12449;10;0,597000;0,000402;0,096474;0,040000;5
SCHROEDER ;PB;5,000000;2,000000;1,000000;15426;10;0,546000;0,000519;0,083560;0,010000;2
SEBASTIANOPOLIS DO SUL;RO;2,000000;1,000000;1,000000;14121;10;0,610000;0,000283;0,552015;0,260000;37
SEBASTIAO LARANJEIRAS ;SE;2,000000;2,000000;;7320;10;0,663000;0,000546;6,286339;6,880000;504
SEBERI;AL;4,000000;3,000000;2,000000;19843;10;0,590000;0,000454;0,038452;0,010000;2
SEDE NOVA ;PA;4;1;;25371;15;0,784000;0,000197;0,072800;0,130000;33
SEGREDO ;MA;1,000000;1,000000;1,000000;6216;10;0,590000;0,000483;0,193211;0,070000;4
SELBACH ;MG;1,000000;1,000000;2,000000;16302;10;0,686000;0,000245;0,097105;0,150000;24
SELVIRIA;RS;2,000000;2,000000;;2578;5;0,614000;0,001552;0,055081;0,320000;8
SEM-PEIXE ;RN;1,000000;1,000000;;5621;10;0,544000;0,000356;0,168475;0,030000;2
SENADOR ALEXANDRE COSTA ;PE;1,000000;;;42100;15;0,671000;0,000024;0,144964;0,020000;8
SENADOR AMARAL;SP;2,000000;2,000000;;6236;10;0,548000;0,000641;0,107922;0,020000;1
SENADOR CANEDO;BA;4,000000;14,000000;5,000000;39775;15;0,676000;0,000578;0,098806;0,020000;8
SENADOR FIRMINO ;MG;1,000000;2,000000;1,000000;10857;10;0,598000;0,000368;0,145805;0,060000;7
SENADOR JOSE BENTO;PE;1,000000;;;14223;10;0,640000;0,000070;0,429094;0,330000;47
SENADOR JOSE PORFIRIO ;RS;1,000000;1,000000;1,000000;6364;10;0,634000;0,000471;0,022313;0,020000;1
SENADOR LA ROCQUE ;PR;;1,000000;1,000000;9410;10;0,668000;0,000213;0,078002;0,090000;8
SENADOR POMPEU;PA;1;4;2;24995;15;0,700000;0,000280;0,073895;0,020000;5
SENADOR RUI PALMEIRA;MG;2,000000;1,000000;;5217;10;0,739000;0,000575;0,303431;0,980000;51
SENADOR SA;MG;1,000000;1,000000;;14611;10;0,704000;0,000137;0,108343;0,220000;32
SENADOR SALGADO FILHO ;TO;3,000000;;;3486;5;0,616000;0,000861;0,137120;0,810000;28
SENGES;RJ;2,000000;3,000000;2,000000;10392;10;0,555000;0,000674;0,960835;0,180000;19
SENHOR DO BONFIM;PR;3,000000;4,000000;5,000000;11622;10;0,609000;0,001033;0,063156;0,030000;3
SENHORA DE OLIVEIRA ;SP;;1,000000;1,000000;2943;5;0,627000;0,000680;0,228678;1,480000;44
SENHORA DO PORTO;PR;;1,000000;;4017;5;0,690000;0,000249;0,182723;1,910000;77
SENTO SE;MA;1,000000;3,000000;1,000000;38298;15;0,682000;0,000131;0,031359;0,010000;4
SERICITA;SP;2,000000;3,000000;;8924;10;0,714000;0,000560;0,075415;0,170000;15
SERINGUEIRAS;BA;3,000000;2,000000;1,000000;3402;5;0,634000;0,001764;1,155203;7,890000;268
SERIO ;MG;2,000000;;;4863;5;0,642000;0,000411;0,325519;2,370000;115
SERITINGA ;MG;1,000000;1,000000;;7268;10;0,775000;0,000275;0,217804;1,130000;82
SEROPEDICA;MG;1,000000;5,000000;5,000000;8935;10;0,721000;0,001231;0,177168;0,450000;40
SERRA ;GO;19,000000;110,000000;29,000000;5457;10;0,651000;0,028954;0,668316;0,610000;33
SERRA ALTA;MG;3,000000;1,000000;;3355;5;0,735000;0,001192;0,471833;6,750000;226
SERRA AZUL;GO;;3,000000;2,000000;7900;10;0,761000;0,000633;0,461646;2,000000;158
SERRA AZUL DE MINAS ;MS;1,000000;1,000000;;27600;15;0,769000;0,000072;0,048152;0,060000;17
SERRA BRANCA;SP;1,000000;2,000000;1,000000;43753;15;0,705000;0,000091;0,015382;0,010000;4
SERRA CAIADA;MG;1,000000;1,000000;;2386;5;0,701000;0,000838;0,663453;7,490000;179
SERRA DO MEL;TO;2,000000;1,000000;;3506;5;0,757000;0,000856;0,136338;2,260000;79
SERRA DO NAVIO;MT;1,000000;1,000000;;2487;5;0,592000;0,000804;4,297949;20,830000;518
SERRA DO SALITRE;MG;1,000000;4,000000;2,000000;3357;5;0,567000;0,002085;0,471552;1,840000;62
SERRA DOS AIMORES ;GO;;;1,000000;2252;5;0,517000;0,000444;1,619449;3,990000;90
SERRA DOURADA ;SE;1,000000;2,000000;1,000000;2147;5;0,705000;0,001863;21,432697;248,850000;5343
SERRA NEGRA ;SC;3,000000;3,000000;5,000000;3923;5;0,595000;0,002804;1,026510;5,100000;200
SERRA NEGRA DO NORTE;SP;1,000000;2,000000;;26753;15;0,772000;0,000112;0,025156;0,030000;8
SERRA NOVA DOURADA;PI;1,000000;1,000000;;5255;10;0,714000;0,000381;0,555852;1,280000;67
SERRA PRETA ;AC;;1,000000;1,000000;6717;10;0,587000;0,000298;0,035730;0,010000;1
SERRA REDONDA ;SC;1,000000;1,000000;;8378;10;0,627000;0,000239;0,480664;0,300000;25
SERRA TALHADA ;TO;6,000000;6,000000;5,000000;4846;5;0,746000;0,003508;0,098638;1,520000;74
SERRANA ;SP;2,000000;4,000000;4,000000;1552;5;0,665000;0,006443;0,433634;3,760000;58
SERRANIA;ES;1,000000;3,000000;1,000000;23724;15;0,705000;0,000211;0,087591;0,030000;7
SERRANO DO MARANHAO ;PB;1,000000;1,000000;;4562;5;0,662000;0,000438;0,282552;2,390000;109
SERRANOPOLIS;BA;;2,000000;2,000000;1726;5;0,609000;0,002317;2,276941;12,720000;220
SERRANOPOLIS DE MINAS ;RS;1,000000;1,000000;;3280;5;0,593000;0,000610;0,043293;0,210000;7
SERRANOPOLIS DO IGUACU;GO;3,000000;2,000000;;10096;10;0,669000;0,000495;0,361232;0,430000;43
SERRANOS;PR;1,000000;1,000000;;2897;5;0,701000;0,000690;0,253366;2,860000;83
SERRINHA;TO;3,000000;8,000000;5,000000;8460;10;0,738000;0,001891;0,056501;0,180000;15
SERRITA ;PE;2,000000;2,000000;;8773;10;0,682000;0,000456;0,695657;1,010000;89
SERRO ;SC;4,000000;3,000000;2,000000;10464;10;0,637000;0,000860;0,384843;0,280000;29
SERROLANDIA ;MT;2,000000;1,000000;;11865;10;0,710000;0,000253;0,900885;1,960000;233
SERTANEJA ;GO;1,000000;1,000000;2,000000;8562;10;0,712000;0,000467;0,425952;0,950000;81
SERTANOPOLIS;SC;3,000000;3,000000;4,000000;2372;5;0,692000;0,004216;1,697723;17,960000;426
SERTAO;TO;2,000000;2,000000;2,000000;2530;5;0,608000;0,002372;0,188933;1,050000;27
SERTAO SANTANA;MG;1,000000;2,000000;3,000000;19872;10;0,633000;0,000302;0,079660;0,050000;10
SERTAOZINHO ;RS;16,000000;18,000000;12,000000;29483;15;0,773000;0,001560;0,004816;0,010000;3
SETE BARRAS ;BA;;2,000000;2,000000;37531;15;0,698000;0,000107;0,104713;0,030000;11
SETE DE SETEMBRO;AP;1,000000;;;26705;15;0,694000;0,000037;0,043849;0,010000;3
SETE QUEDAS ;RS;1,000000;3,000000;1,000000;8067;10;0,814000;0,000620;0,017603;0,150000;12
SETUBINHA ;SP;2,000000;2,000000;;1467;5;0,628000;0,002727;0,458759;2,990000;44
SEVERIANO DE ALMEIDA;MG;3,000000;1,000000;1,000000;7073;10;0,587000;0,000707;0,223809;0,070000;5
SEVERIANO MELO;MG;1,000000;1,000000;;3891;5;0,602000;0,000514;0,406836;2,140000;83
SEVERINIA ;PB;1,000000;7,000000;2,000000;5129;10;0,612000;0,001950;0,251316;0,120000;6
SIDROLANDIA ;MG;5,000000;5,000000;3,000000;7589;10;0,667000;0,001713;0,208591;0,240000;18
SILVA JARDIM;PA;1;1;2;74419;15;0,687000;0,000054;0,024819;0,010000;7
SILVANIA;CE;3,000000;2,000000;3,000000;17712;10;0,647000;0,000452;0,129121;0,110000;19
SILVANOPOLIS;MG;;1,000000;1,000000;3981;5;0,727000;0,000502;0,397639;5,380000;214
SILVEIRA MARTINS;MG;1,000000;;1,000000;2476;5;0,621000;0,000808;0,639338;3,940000;98
SILVEIRAS ;PR;1,000000;1,000000;1,000000;4954;5;0,591000;0,000606;0,148163;0,710000;35
SILVES;MG;1,000000;1,000000;;4834;5;0,519000;0,000414;0,327472;0,820000;40
SIMAO DIAS;MG;;4,000000;5,000000;8667;10;0,574000;0,001038;0,182647;0,050000;4
SIMAO PEREIRA ;MA;1,000000;1,000000;;13547;10;0,665000;0,000148;0,088654;0,100000;14
SIMOES;RN;1,000000;1,000000;;11956;10;0,590000;0,000167;0,079207;0,030000;4
SIMOES FILHO;AL;2,000000;23,000000;8,000000;10687;10;0,642000;0,003088;0,071395;0,060000;6
SIMONESIA ;PI;3,000000;4,000000;1,000000;4642;5;0,647000;0,001723;0,629255;4,760000;221
SIMPLICIO MENDES;MG;1,000000;2,000000;1,000000;4315;5;0,592000;0,000927;0,366860;1,780000;77
SINIMBU ;SE;1,000000;1,000000;2,000000;7844;10;0,691000;0,000510;5,866395;9,710000;762
SINOP ;RN;14,000000;19,000000;11,000000;2689;5;0,622000;0,016363;0,352176;2,190000;59
SIQUEIRA CAMPOS ;PB;2,000000;3,000000;4,000000;6986;10;0,587000;0,001288;0,184512;0,060000;4
SIRINHAEM ;MG;2,000000;4,000000;1,000000;3765;5;0,766000;0,001859;0,420452;7,390000;278
SIRIRI;BA;;;1,000000;8966;10;0,728000;0,000112;0,438323;1,220000;109
SITIO DO QUINTO ;PB;1,000000;1,000000;;6753;10;0,646000;0,000296;0,190878;0,160000;11
SITIO NOVO;PA;2;2;1;49360;15;0,781000;0,000101;0,037419;0,060000;30
SITIO NOVO DO TOCANTINS ;RS;2,000000;1,000000;;1235;5;0,637000;0,002429;0,114980;0,800000;10
SOBRADINHO;SC;4,000000;7,000000;4,000000;3155;5;0,518000;0,004754;1,276387;3,170000;100
SOBRADO ;MT;1,000000;1,000000;;60131;15;0,753000;0,000033;0,177762;0,170000;102
SOBRAL;BA;9,000000;19,000000;9,000000;23579;15;0,600000;0,001569;0,166674;0,010000;2
SOBRALIA;SC;;2,000000;1,000000;12151;10;0,815000;0,000247;0,331413;2,860000;348
SOCORRO ;SE;2,000000;4,000000;5,000000;16034;10;0,772000;0,000686;2,869901;14,390000;2307
SOLEDADE;SP;7,000000;7,000000;5,000000;2509;5;0,702000;0,007573;0,268234;3,050000;77
SOMBRIO ;RN;4,000000;6,000000;2,000000;6977;10;0,686000;0,001720;0,135732;0,210000;15
SONORA;SP;2,000000;3,000000;2,000000;4854;5;0,723000;0,001442;0,138649;1,830000;89
SOORETAMA ;GO;2,000000;3,000000;2,000000;43171;15;0,700000;0,000162;0,084478;0,030000;13
SORRISO ;PR;11,000000;8,000000;7,000000;10050;10;0,718000;0,002587;0,073035;0,180000;18
SOURE ;RS;;3,000000;4,000000;6440;10;0,702000;0,001087;0,022050;0,040000;3
SOUTO SOARES;BA;;1,000000;1,000000;6441;10;0,757000;0,000311;0,610154;2,510000;162
SUCUPIRA;PI;1,000000;1,000000;;42594;15;0,671000;0,000047;0,068578;0,010000;4
SUCUPIRA DO NORTE ;RJ;1,000000;1,000000;;23529;15;0,696000;0,000085;0,424370;0,120000;28
SUD MENNUCCI;SP;;1,000000;2,000000;18613;10;0,665000;0,000161;0,036158;0,040000;7
SUL BRASIL;MG;2,000000;;;8481;10;0,633000;0,000236;0,186653;0,130000;11
SULINA;SP;2,000000;;;3602;5;0,490000;0,000555;0,186841;0,350000;13
SUMARE;MG;22,000000;31,000000;19,000000;2626;5;0,558000;0,027418;0,602818;2,170000;57
SUMIDOURO ;GO;1,000000;2,000000;2,000000;3886;5;0,714000;0,001287;0,938497;11,610000;451
SURUBIM ;MG;;4,000000;5,000000;21243;15;0,655000;0,000424;0,074519;0,010000;2
SUZANAPOLIS ;AM;2,000000;1,000000;;3799;5;0,656000;0,000790;0,050803;0,410000;16
SUZANO;MG;17,000000;22,000000;15,000000;11604;10;0,724000;0,004654;0,136418;0,360000;42
TABAI ;MG;1,000000;1,000000;;5940;10;0,764000;0,000337;0,266498;1,200000;71
TABAPORA;SP;2,000000;2,000000;1,000000;5334;10;0,716000;0,000937;0,126172;0,300000;16
TABAPUA ;MT;;2,000000;3,000000;16999;10;0,706000;0,000294;0,628802;1,290000;219
TABATINGA ;MT;2,000000;7,000000;6,000000;28427;15;0,759000;0,000528;0,376016;0,400000;114
TABIRA;MG;2,000000;2,000000;2,000000;2123;5;0,570000;0,002826;0,745643;2,990000;63
TABOAO DA SERRA ;RS;14,000000;31,000000;18,000000;2068;5;0,669000;0,030464;0,068665;0,610000;13
TABOCAS DO BREJO VELHO;PR;2,000000;1,000000;;6827;10;0,671000;0,000439;0,107514;0,130000;9
TABULEIRO ;SP;1,000000;1,000000;;2019;5;0,632000;0,000991;0,333333;2,240000;45
TACAIMBO;MG;1,000000;1,000000;;1760;5;0,619000;0,001136;0,899432;5,450000;96
TACARATU;PE;1,000000;2,000000;1,000000;26106;15;0,739000;0,000153;0,233778;0,170000;44
TACIBA;SP;1,000000;1,000000;1,000000;6329;10;0,738000;0,000474;0,106336;0,340000;22
TACIMA;MS;2,000000;1,000000;;10969;10;0,626000;0,000273;0,121160;0,070000;8
TACURU;SP;2,000000;2,000000;;11674;10;0,732000;0,000343;0,057649;0,170000;20
TAGUAI;SP;1,000000;2,000000;2,000000;11674;10;0,732000;0,000428;0,057649;0,170000;20
TAGUATINGA;SP;;5,000000;3,000000;16825;10;0,709000;0,000475;0,040000;0,090000;15
TAIACU;SP;1,000000;1,000000;1,000000;16825;10;0,634000;0,000178;0,040000;0,030000;5
TAIOBEIRAS;TO;1,000000;4,000000;3,000000;34397;15;0,761000;0,000233;0,013897;0,020000;7
TAIPU ;SP;1,000000;1,000000;;12297;10;0,601000;0,000163;0,054729;0,020000;2
TAIUVA;SP;1,000000;1,000000;1,000000;12297;10;0,569000;0,000244;0,054729;0,010000;1
TAMARANA;SP;3,000000;1,000000;;15040;10;0,593000;0,000266;0,044747;0,020000;3
TAMBAU;SP;2,000000;5,000000;4,000000;15040;10;0,621000;0,000731;0,044747;0,030000;5
TAMBOARA;CE;2,000000;1,000000;1,000000;5158;10;0,731000;0,000775;0,443389;1,290000;67
TAMBORIL;PI;;1,000000;2,000000;26225;15;0,731000;0,000114;0,111382;0,070000;18
